n_time      pose_x     pose_y  pose_theta    cov_11    cov_12    cov_13    cov_21     cov_22    cov_23    cov_31    cov_32    cov_33   tick_L   tick_R
 12825   12.937400   76.96530    1.671070   1.05406 -0.003336 -0.000372 -0.003336   1.058210  0.000801 -0.000372  0.000801  0.000500   441843   461660
 12949   12.546600   78.94020    1.669900   1.05576 -0.001760 -0.000169 -0.001760   1.061470  0.000829 -0.000169  0.000829  0.000500   457156   476797
 13130   11.984400   85.77400    1.669380   1.06896  0.003893  0.000519  0.003893   1.072150  0.000822  0.000519  0.000822  0.000500   479472   498694
 13200   11.612200   87.90120    1.669130   1.07537  0.005800  0.000735  0.005800   1.076150  0.000840  0.000735  0.000840  0.000500   488331   507469
 13264   11.578400   89.70600    1.668320   1.05770  0.012264  0.000901  0.012264   1.049590  0.000811  0.000901  0.000811  0.000492   495926   514959
 13327   11.684200   91.20800    1.667850   1.02107  0.045434  0.000549  0.045434   0.972385  0.000446  0.000549  0.000446  0.000392   503475   522355
 13451   11.060100   94.09710    1.667840   1.09983  0.011128  0.001361  0.011128   1.087620  0.000846  0.001361  0.000846  0.000500   520026   538478
 13516   10.846900   97.74120    1.665990   1.08652  0.022969  0.001687  0.022970   1.053420  0.000819  0.001687  0.000819  0.000491   527737   545987
 13581   10.911500   99.01760    1.664630   2.00152  0.169655 -0.000692  0.169655   1.808620 -0.000523 -0.000692 -0.000523  0.000932   535186   553525
 13640   10.689900  101.01800    1.664400   2.07969  0.187247 -0.000689  0.187247   1.865950 -0.000566 -0.000689 -0.000566  0.000932   542597   560969
 13704   11.578100  101.35700    1.664020   6.19260  1.329250 -0.009675  1.329250   4.780990 -0.005841 -0.009675 -0.005841  0.001732   551111   569499
 13763   11.218100  104.95800    1.671290   7.86595  0.523811 -0.002716  0.523811   7.302410 -0.001889 -0.002716 -0.001889  0.013740   558487   576647
 13828   12.802700  105.37600    1.666620   8.51773  0.422658 -0.001991  0.422658   8.076740 -0.001584 -0.001991 -0.001584  0.014520   565764   583730
 13949   11.007900  109.19500    1.667990   8.31680  0.612573 -0.002876  0.612573   7.670780 -0.002087 -0.002876 -0.002087  0.013740   581856   599556
 14139    8.460780  117.14000    1.666310  12.76310  0.032725  0.003686  0.032725  12.634700  0.000899  0.003686  0.000899  0.027500   605956   623360
 14202    9.991680  117.51800    1.668220   9.18544  0.812539 -0.003254  0.812539   8.366880 -0.002506 -0.003254 -0.002506  0.013740   614032   631188
